courseCode,courseName,major
PICT8040 , Cyber Crime and Cyber Policing, Security Studies and Criminology  
PICT8042 ," Australia's Approach to Law Enforcement""", Security Studies and Criminology  
PICT8043 , International Terrorism, Security Studies and Criminology  
PICT8044 , Intelligence Analysis, Security Studies and Criminology  
PICT8045 , Intelligence: Theory and Practice, Security Studies and Criminology  
PICT8047 , Supervised Project in Security Studies, Security Studies and Criminology  
PICT8048 , Applied Cyber Security, Security Studies and Criminology  
PICT8049 , Australia and Cyber Intelligence, Security Studies and Criminology  
PICT8050 , Strategic Thinking, Security Studies and Criminology  
PICT8060 , Geopolitics and Geostrategy, Security Studies and Criminology  
PICT8061 , Transnational Security, Security Studies and Criminology  
PICT8062 , The Crimes of the Powerful, Security Studies and Criminology  
PICT8080 ," Cyber Conflict, Cyber Espionage and Information Warfare", Security Studies and Criminology  
PICT8088 , Advanced Criminology Theory, Security Studies and Criminology  
PICT8089 , Applied Criminology, Security Studies and Criminology  
PICT8921 ," Australia's Strategic and Defence Policy""", Security Studies and Criminology  
PICT8950 , Strategic Simulation, Security Studies and Criminology  
PICT8951 , Simulation in Security and Strategy, Security Studies and Criminology  
PICT8952 , Simulation in Criminology, Security Studies and Criminology  
PICT8953 , Simulation in Intelligence, Security Studies and Criminology  
PICT8954 , Simulation in Cyber Security, Security Studies and Criminology  
PICT8955 , Simulation in Counter Terrorism, Security Studies and Criminology  
PICT8961 ," Decision Making, Scenario Planning and Simulation in Security and Strategy", Security Studies and Criminology  
PICT8962 ," Decision Making, Scenario Planning and Simulation in Criminology", Security Studies and Criminology  
PICT8963 ," Decision Making, Scenario Planning and Simulation in Intelligence", Security Studies and Criminology  
PICT8964 ," Decision Making, Scenario Planning and Simulation in Cyber Security", Security Studies and Criminology  
PICT8965 ," Decision Making, Scenario Planning and Simulation in Counter Terrorism", Security Studies and Criminology  
PICT8990 ," Cyber, Policing, Intelligence, Counter Terrorism, Security Studies and Criminology", Security Studies and Criminology  
PICX1010 , Introduction to Security Studies, Security Studies and Criminology  
PICX1011 , New Security Challenges, Security Studies and Criminology  
PICX1012 ,Pacific, Security Studies and Criminology  
PICX1014 , International Security in the 20th Century, Security Studies and Criminology  
PICX1030 , Introduction to Criminology, Security Studies and Criminology  
PICX2001 , Cyber Crime, Security Studies and Criminology  
PICX2010 , Intelligence and Counter Intelligence, Security Studies and Criminology  
PICX2012 , Modern Warfare, Security Studies and Criminology  
PICX2013 , Crisis Management and Disaster Relief, Security Studies and Criminology  
PICX2015 , Terrorism in the 21 Century, Security Studies and Criminology  
PICX2020 , Policing and Crime, Security Studies and Criminology  
PICX3001 , Transnational Crime, Security Studies and Criminology  
PICX3011 , Cyber Security in Practice, Security Studies and Criminology  
PICX3012 , Intelligence Policy, Security Studies and Criminology  
PICX3013 , Strategies of Political Violence and Counter Terrorism, Security Studies and Criminology  
PICX8012 , Critical Thought and Research Design, Security Studies and Criminology  
PICX8013 , History of Intelligence, Security Studies and Criminology  
PICX8014 , The Intelligence Community in Australia, Security Studies and Criminology  
PICX8018 , Counter Terrorism in the Global and Australian Contexts, Security Studies and Criminology  
PICX8040 , Cyber Crime and Cyber Policing, Security Studies and Criminology  
PICX8042 ," Australia's Approach to Law Enforcement""", Security Studies and Criminology  
PICX8043 , International Terrorism, Security Studies and Criminology  
PICX8050 , Strategic Thinking, Security Studies and Criminology  
PICX8060 , Geopolitics and Geostrategy, Security Studies and Criminology  
PICX8061 , Transnational Security, Security Studies and Criminology  
PICX8062 , The Crimes of the Powerful, Security Studies and Criminology  
PICX8080 ," Cyber Conflict, Cyber Espionage and Cyber Terrorism", Security Studies and Criminology  
PICX8088 , Advanced Criminology Theory, Security Studies and Criminology  
PICX8089 , Applied Criminology, Security Studies and Criminology  
PICX8921 ," Australia's Strategic and Defence Policy""", Security Studies and Criminology  
PICX8950 , Strategic Simulation, Security Studies and Criminology  
PICX8955 , Simulation in Counter Terrorism, Security Studies and Criminology  
PICX8961 ," Decision Making, Scenario Planning and Simulation in Security and Strategy", Security Studies and Criminology  
PICX8962 ," Decision Making, Scenario Planning and Simulation in Criminology", Security Studies and Criminology  
PICX8963 ," Decision Making, Scenario Planning and Simulation in Intelligence", Security Studies and Criminology  
PICX8964 ," Decision Making, Scenario Planning and Simulation in Cyber Security", Security Studies and Criminology  
PICX8965 ," Decision Making, Scenario Planning and Simulation in Counter Terrorism", Security Studies and Criminology  
PLSH1045 , Polish Short Term Residential Program 1," Media, Communications, Creative Arts, Language and Literature "
PLSH2045 , Polish Short Term Residential Program 2," Media, Communications, Creative Arts, Language and Literature "
PLSH2310 , A Polish Studies 7," Media, Communications, Creative Arts, Language and Literature "
PLSH3010 , I Polish Studies 5," Media, Communications, Creative Arts, Language and Literature "
PLSH3012 , Reading in Polish," Media, Communications, Creative Arts, Language and Literature "
PLSH3025 , Polish Literary Genres," Media, Communications, Creative Arts, Language and Literature "
POIR1010 , Australian Politics in Global Context, Social Sciences 
POIR1080 , Introduction to Global Politics, Social Sciences 
POIR2010 ," Contemporary Issues in Australian Politics: Race, Nation, Class and Gender", Social Sciences 
POIR2030 , Theories of World Politics, Social Sciences 
POIR2060 , Modern Political Thought, Social Sciences 
POIR2070 ," Governance, Power and Public Policy", Social Sciences 
POIR2580 , Political Violence, Social Sciences 
POIR2780 ,East Politics, Social Sciences 
POIR3030 , Global Political Economy, Social Sciences 
POIR3050 , Religion and Politics, Social Sciences 
POIR3060 , Policy Making in a Global Era, Social Sciences 
POIR3220 , International Relations of the Middle East, Social Sciences 
POIR3920 ," United States Politics: Money, Culture, Power", Social Sciences 
POIR3970 , Global Environmental Politics, Social Sciences 
POIR7000 , Key Questions in Political Science and Public Policy, Social Sciences 
POIR7001 , Key Questions in International Relations, Social Sciences 
POIR8000 , Policy Design: Concepts and Case Studies, Social Sciences 
POIR8040 , Research Methods in International Relations, Social Sciences 
POIR8070 , International Relations Practice, Social Sciences 
POIR8090 , Advanced Introduction to Policy, Social Sciences 
POIR8310 , Security in World Politics, Social Sciences 
POIR8320 , Europe and the World, Social Sciences 
POIR8410 , Understanding World Politics: Theoretical Approaches, Social Sciences 
POIR8430 , The Middle East in Global Politics, Social Sciences 
POIR8490 , International Political Economy, Social Sciences 
POIR8570 , International Law and Global Governance, Social Sciences 
POIR8990 , Politics and International Relations, Social Sciences 
POIX1010 , Australian Politics in Global Context, Social Sciences 
POIX1080 , Introduction to Global Politics, Social Sciences 
POIX2010 ," Contemporary Issues in Australian Politics: Race, Nation, Class and Gender", Social Sciences 
POIX2030 , Theories of World Politics, Social Sciences 
POIX2060 , Modern Political Thought, Social Sciences 
POIX2070 ," Governance, Power and Public Policy", Social Sciences 
POIX2580 , Political Violence, Social Sciences 
POIX2780 ,East Politics, Social Sciences 
POIX3030 , Global Political Economy, Social Sciences 
POIX3050 , Religion and Politics, Social Sciences 
POIX3060 , Policy Making in a Global Era, Social Sciences 
POIX3220 , International Relations of the Middle East, Social Sciences 
POIX3920 ," United States Politics: Money, Culture, Power", Social Sciences 
POIX3970 ,  Global Environmental Politics, Social Sciences 
POIX8000 , Policy Design: Concepts and Case Studies, Social Sciences 
POIX8090 , Advanced Introduction to Policy, Social Sciences 
PROF1000 , Introduction to Professional Practice,Owned at Faculty level 
PROF2000 , Professional Practice Placement 1,Owned at Faculty level 
PROF3000 , Professional Practice Placement 2,Owned at Faculty level 
PROF4000 , Advanced Professional Practice and Reflection,Owned at Faculty level 
PSYB8960 , Professional Skills Development, Psychology  
PSYB8961 , Applied Psychology in Human Resource Management, Psychology  
PSYB8962 , Human Factors in New Technology, Psychology  
PSYB8963 , Coaching and Positive Psychology, Psychology  
PSYB8964 , Industrial and Organisational Psychology, Psychology  
PSYB8965 , Organisational Change and Development, Psychology  
PSYB8966 , Team Factors in the Workplace, Psychology  
PSYB8967 , Training in Organisations, Psychology  
PSYC8863 , Research Design and Evaluation, Psychology  
PSYC8933 , Research Proposal, Psychology  
PSYC8934 , Dissertation, Psychology  
PSYC8950 , Supervised Practical Placement I, Psychology  
PSYC8957 , Supervised Practical Placement II, Psychology  
PSYC8958 , Supervised Practical Placement III, Psychology  
PSYC8959 , Supervised Practical Placement IV, Psychology  
PSYC8982 , Clinical Psychology Practical Placement 2, Psychology  
PSYC8983 , Clinical Psychology Practical Placement 3, Psychology  
PSYC8984 , Clinical Psychology Professional Practice, Psychology  
PSYC8985 , Clinical Psychology Therapy 1, Psychology  
PSYC8986 , Clinical Psychological Assessment 1, Psychology  
PSYC8987 , Child and Adult Psychopathology 1, Psychology  
PSYC8988 , Psychological Assessment and Child and Adult Psychopathology 2, Psychology  
PSYC8989 , Clinical Psychology Therapy 2, Psychology  
PSYC8990 , Clinical Psychology Research Proposal, Psychology  
PSYH4418 , Design and Statistics IV, Psychology  
PSYH4432 , Advanced Issues in Developmental Psychology: Child Abuse and Neglect, Psychology  
PSYH4439 ," Evolution of Social, Sexual and Emotional Behaviour", Psychology  
PSYH4461 , Advanced Topics in Physiological Psychology, Psychology  
PSYH4462 , Computational Modelling in Psychology, Psychology  
PSYH4463 , Advanced Visual Perception, Psychology  
PSYH4464 , Science and Practice of Psychology in context, Psychology  
PSYH4466 , Advanced Issues in Health Psychology, Psychology  
PSYH4499 , The Scientist Practitioner Model, Psychology  
PSYM7732 , Contemporary Issues in Developmental Psychology: Child Abuse and Neglect, Psychology  
PSYM7739 ," Evolution of Social, Sexual and Emotional Behaviour", Psychology  
PSYM7761 , Advanced Issues in Physiological Psychology, Psychology  
PSYM7762 , Computational Modelling in Psychology, Psychology  
PSYM7763 , Advanced Visual Perception, Psychology  
PSYM7764 , Science and Practice of Psychology in Context, Psychology  
PSYM7766 , Applying Health Psychology to the real world context, Psychology  
PSYM8990 , Psychology, Psychology  
PSYN8825 , Research Proposal, Psychology  
PSYN8832 , Dissertation, Psychology  
PSYN8840 , Neuropsychological Disorders, Psychology  
PSYN8841 , Clinical Neuropsychopharmacology, Psychology  
PSYN8847 , Neuropsychological Rehabilitation and Intervention, Psychology  
PSYN8849 , Clinical Neuropsychology Practical Placement I, Psychology  
PSYN8850 , Supervised Practical Placement II, Psychology  
PSYN8851 , Supervised Practical Placement III, Psychology  
PSYN8852 , Supervised Practical Placement IV, Psychology  
PSYN8853 ,Based Neuropsychological Assessment, Psychology  
PSYN8855 , Neuroanatomy for Neuropsychologists, Psychology  
PSYN8858 , Professional Practice 2, Psychology  
PSYN8859 , Professional Practice 3, Psychology  
PSYN8860 , Professional Practice 4, Psychology  
PSYN8902 , Clinical Neuropsychology Practical Placement II, Psychology  
PSYN8903 , Clinical Neuropsychology Practical Placement III, Psychology  
PSYN8904 , Clinical Neuropsychology Practical Placement IV, Psychology  
PSYN8916 , Advanced Neuropsychological Assessment, Psychology  
PSYN8917 , Neuropsychological Practice, Psychology  
PSYN8918 , Clinical Neuropsychology Research Proposal, Psychology  
PSYN8920 , Clinical Neuropsychology Dissertation I, Psychology  
PSYN8921 , Clinical Neuropsychology Dissertation II, Psychology  
PSYO8904 , Counselling and Mental Health in Organisations, Psychology  
PSYO8914 , Industrial and Organisational Psychology, Psychology  
PSYO8915 , Organisational Change and Development, Psychology  
PSYO8919 , Training in Organisations, Psychology  
PSYO8921 , Applied Psychology in Human Resource Management, Psychology  
PSYO8922 , Human Factors in New Technology, Psychology  
PSYO8939 , Team Factors in the Workplace, Psychology  
PSYO8940 , Psychological Assessment and Evaluation, Psychology  
PSYO8941 , Professional Practice, Psychology  
PSYO8944 , Research Proposal, Psychology  
PSYO8945 , Dissertation, Psychology  
PSYO8951 , Supervised Practical Placement I, Psychology  
PSYO8952 , Supervised Practical Placement II, Psychology  
PSYO8953 , Supervised Practical Placement III, Psychology  
PSYO8954 , Supervised Practical Placement IV, Psychology  
PSYO8963 , Coaching and Positive Psychology, Psychology  
PSYP8901 , Counselling and Professional Practice, Psychology  
PSYP8902 , Psychological Assessment and Reports, Psychology  
PSYP8903 , Cognitive Behavioural Therapy and Related Techniques, Psychology  
PSYP8904 , Working with Special Populations, Psychology  
PSYP8906 , Working with Children and Families, Psychology  
PSYP8908 , Working with Groups, Psychology  
PSYP8909 , Supervised Practical Placement, Psychology  
PSYP8910 , Research Theory and Practice for Professional Psychologists, Psychology  
PSYP8915 , Professional Practical Placement,['8000 
PSYU1101 , Introduction to Psychology I, Psychology  
PSYU1102 , Introduction to Psychology II, Psychology  
PSYU1104 , Introduction to Psychology I, Psychology  
PSYU1105 , Introduction to Psychology II, Psychology  
PSYU2201 , Counselling Approaches and Principles, Psychology  
PSYU2224 ," Psychology, Health and Wellbeing", Psychology  
PSYU2234 , Social and Personality Psychology, Psychology  
PSYU2235 , Developmental Psychology, Psychology  
PSYU2236 , Biopsychology and Learning, Psychology  
PSYU2246 , Cognitive Processes I, Psychology  
PSYU2247 , Perception, Psychology  
PSYU2248 , Design and Statistics II, Psychology  
PSYU3332 , Principles of Psychological Assessment, Psychology  
PSYU3333 , Social Interaction in the Modern World,Owned at Faculty level 
PSYU3339 , Applied Child and Adolescent Psychology, Psychology  
PSYU3344 , Neuropsychology in Clinical Practice, Psychology  
PSYU3349 , Design and Statistics III, Psychology  
PSYU3351 , Research Methods in Psychology, Psychology  
PSYU3352 , Appetite: The Psychology of Eating and Drinking, Psychology  
PSYU3399 , Psychological Science: Putting Theory into Practice, Psychology  
PSYX1101 , Introduction to Psychology I, Psychology  
PSYX1102 , Introduction to Psychology II, Psychology  
PSYX1104 , Introduction to Psychology I, Psychology  
PSYX1105 , Introduction to Psychology II, Psychology  
PSYX2201 , Counselling Approaches and Principles,Owned at Faculty level 
PSYX2236 , Biopsychology and Learning, Psychology  
PSYX2246 , Cognitive Processes I, Psychology  
PSYX2247 , Perception, Psychology  
PSYX2248 , Design and Statistics II, Psychology  
PSYX3332 , Principles of Psychological Assessment, Psychology  
PSYX3333 , Social Interaction in the Modern World,Owned at Faculty level 
PSYX3336 , Personality and its Disorders, Psychology  
PSYX3337 , Psychopathology, Psychology  
RUSS2010 , I Russian Studies 3," Media, Communications, Creative Arts, Language and Literature "
RUSS2020 , I Russian Studies 4," Media, Communications, Creative Arts, Language and Literature "
RUSS2320 , A Russian Studies 8," Media, Communications, Creative Arts, Language and Literature "
RUSS3010 , I Russian Studies 5," Media, Communications, Creative Arts, Language and Literature "
RUSS3020 , I Russian Studies 6," Media, Communications, Creative Arts, Language and Literature "
SLAS1010 , I Spanish Studies 1," Media, Communications, Creative Arts, Language and Literature "
SLAS1020 , I Spanish Studies 2," Media, Communications, Creative Arts, Language and Literature "
SLAS1210 , C Spanish Studies 3," Media, Communications, Creative Arts, Language and Literature "
SLAS1220 , C Spanish Studies 4," Media, Communications, Creative Arts, Language and Literature "
SLAS2010 , I Spanish Studies 3," Media, Communications, Creative Arts, Language and Literature "
SLAS2020 , I Spanish Studies 4," Media, Communications, Creative Arts, Language and Literature "
SLAS2210 , C Spanish Studies 5," Media, Communications, Creative Arts, Language and Literature "
SLAS2220 , C Spanish Studies 6," Media, Communications, Creative Arts, Language and Literature "
SLAS3010 , I Spanish Studies 5," Media, Communications, Creative Arts, Language and Literature "
SLAS3020 , I Spanish Studies 6," Media, Communications, Creative Arts, Language and Literature "
SLAX1010 , Introductory Spanish I," Media, Communications, Creative Arts, Language and Literature "
SOCI1000 , Introduction to Sociology: Understanding contemporary society , Social Sciences 
SOCI1010 , Introduction to Sociology: Understanding everyday life , Social Sciences 
SOCI1030 , Introduction to Justice and Punishment, Social Sciences 
SOCI2000 , Methods of Social Research, Social Sciences 
SOCI2010 , Theorising Societies , Social Sciences 
SOCI2030 , Introduction to Social Policy, Social Sciences 
SOCI2040 , Winners & Losers: Inequality in the global age , Social Sciences 
SOCI2070 ,existence today, Social Sciences 
SOCI3015 ," Globalisation, Power and Social Change", Social Sciences 
SOCI3025 ," Love, Shop and Play: Understanding everyday culture ", Social Sciences 
SOCI3080 ," Economic Futures: Work, Inequality and Power", Social Sciences 
SOCI3085 , Social Order and Social Control, Social Sciences 
SOCI3090 ," Contemporary Trends, Patterns and Puzzles ", Social Sciences 
SOCI7000 , Critical Social Theory, Social Sciences 
SOCI7001 , Readings in Social Research, Social Sciences 
SOCI8015 , Doing Social Survey Research, Social Sciences 
SOCI8020 , Evaluating Social Policy, Social Sciences 
SOCI8035 , Qualitative Methods for Policy, Social Sciences 
SOCI8075 , Policy Ideas in Focus: Framing Policy Problems, Social Sciences 
SOCI8080 , Making Public Policy in a Globalised World, Social Sciences 
SOCI8990 , Sociology, Social Sciences 
SOCX1000 , Introduction to Sociology: Understanding contemporary society , Social Sciences 
SOCX1010 , Introduction to Sociology: Understanding everyday life , Social Sciences 
SOCX2000 , Methods of Social Research, Social Sciences 
SOCX2010 , Theorising Societies , Social Sciences 
SOCX2040 , Winners & Losers: Inequality in the global age , Social Sciences 
SOCX3015 ," Globalisation, Power and Social Change ", Social Sciences 
SOCX3025 ," Love, Shop and Play: Understanding everyday culture ", Social Sciences 
SOCX3040 ," Human Services in the 21st Century: Care, Gender and Institutions", Social Sciences 
SOCX3090 ," Contemporary Trends, Patterns and Puzzles ", Social Sciences 
SOCX8015 , Doing Social Survey Research, Social Sciences 
SOCX8020 , Evaluating Social Policy, Social Sciences 
SOCX8035 , Qualitative Methods for Policy, Social Sciences 
SOCX8075 , Policy Ideas in Focus: Framing Policy Problems, Social Sciences 
SOCX8080 , Making Public Policy in a Globalised World, Social Sciences 
SPED1020 , Why People Believe Weird Things: Making Rational Decisions in an Irrational World, Education 
SPED8901 , Special Education Project Stage I, Education 
SPED8909 , Critical Reflection and Professional Experience for Practitioners in Sensory Disability, Education 
SPED8910 , Critical Reflection and Professional Experience for Teachers in Sensory Disability, Education 
SPED8911 , Inclusion and Professional Collaboration in Sensory Disability, Education 
SPED8912 , Independent Project in Sensory Disability, Education 
SPED8913 , Research in Sensory Disability, Education 
SPED8914 , Perspectives in Disability, Education 
SPED8921 , Orientation and Mobility Fundamentals, Education 
SPED8922 , Educational Adjustments for Learners with Vision Impairment, Education 
SPED8923 , Literacy for Learners with Vision Impairment, Education 
SPED8925 , Foundations of Technology in Vision Impairment, Education 
SPED8926 , Introduction to Vision Impairment, Education 
SPED8927 , Complex Vision Impairment, Education 
SPED8931 , Introduction to Educational Audiology, Education 
SPED8932 , Perception and Production of Speech in Deaf/Hard of Hearing Children, Education 
SPED8933 , Language and Literacy Learning in Deaf/Hard of Hearing Children, Education 
SPED8934 , Language and Literacy Interventions for Deaf/Hard of Hearing Learners, Education 
SPED8935 , Social Perspectives on Deafness and Deaf Education, Education 
SPHL2212 , Introduction to Audiology, Linguistics  
SPHL2216 , Speech Acoustics, Linguistics  
SPHL3300 , Language as Evidence, Linguistics  
SPHL3308 , Speech Production, Linguistics  
SPHL3310 , Theoretical and Clinical Perspectives in Speech and Language Development, Linguistics  
SPHL3311 , Acquired Speech and Language Disorders, Linguistics  
SPHL3312 , Speech Perception and Hearing Science, Linguistics  
SPTH8810 , Research Design in Speech Pathology, Linguistics  
SPTH8821 , Speech Pathology Project, Linguistics  
SPTH8828 , Speech Pathology Intervention 1, Linguistics  
SPTH8829 , Speech Pathology Intervention 2, Linguistics  
SPTH8833 , Speech Pathology Clinical Practice 3, Linguistics  
SPTH8834 , Speech Pathology Clinical Practice 4, Linguistics  
SPTH8838 , Language and Communication Analysis, Linguistics  
SPTH8851 , Communication and Concepts for Speech Pathology, Linguistics  
SPTH8852 , Swallowing and its Disorders, Linguistics  
SPTH8853 ," Discourse, Literacy, and Speech Pathology Practice", Linguistics  
SPTH8854 , Multilingualism and Speech Pathology Practice, Linguistics  
SSCI1000 , Introduction to Social Science, Social Sciences 
SSCI2010 , Qualitative Inquiry in the Social Sciences, Social Sciences 
SSCI2020 , Survey Research in the Social Sciences, Social Sciences 
SSCI3010 , Evaluation and Applied Social Science, Social Sciences 
SSCI3090 , Professional Social Research Project, Social Sciences 
STAT1103 , Introduction to Psychological Design and Statistics, Mathematics and Statistics  
STAT1170 , Introductory Statistics, Mathematics and Statistics  
STAT1250 , Business Statistics, Mathematics and Statistics  
STAT1371 , Statistical Data Analysis, Mathematics and Statistics  
STAT1378 , Coding and Communication in Statistics, Mathematics and Statistics  
STAT2114 , Design of Surveys and Experiments, Mathematics and Statistics  
STAT2170 , Applied Statistics, Mathematics and Statistics  
STAT2173 , Introduction to Probability, Mathematics and Statistics  
STAT2371 , Statistics, Mathematics and Statistics  
STAT2372 , Probability, Mathematics and Statistics  
STAT2579 , Operations Research I, Mathematics and Statistics  
STAT3102 ," Graphics, Multivariate Methods and Data Mining", Mathematics and Statistics  
STAT3110 , Statistical Inference, Mathematics and Statistics  
STAT3175 , Linear Models, Mathematics and Statistics  
STAT6102 ," Graphics, Multivariate Methods and Data Mining", Mathematics and Statistics  
STAT6110 , Statistical Inference, Mathematics and Statistics  
STAT6114 , Design of Surveys and Experiments, Mathematics and Statistics  
STAT6170 , Introductory Statistics, Mathematics and Statistics  
STAT6175 , Linear Models, Mathematics and Statistics  
STAT6180 , Applied Statistics, Mathematics and Statistics  
STAT6183 , Introduction to Probability, Mathematics and Statistics  
STAT7111 , Generalized Linear Models, Mathematics and Statistics  
STAT7121 , Multivariate Analysis, Mathematics and Statistics  
STAT7122 , Time Series, Mathematics and Statistics  
STAT7123 , Statistical Graphics, Mathematics and Statistics  
STAT7127 , Survival Analysis, Mathematics and Statistics  
STAT7178 , Modern Computational Statistical Methods, Mathematics and Statistics  
STAT7310 , Statistical Theory, Mathematics and Statistics  
STAT7830 , Statistical Methods in Bioinformatics, Mathematics and Statistics  
STAT7900 , Research Frontiers in Statistics, Mathematics and Statistics  
STAT8111 , Generalized Linear Models, Mathematics and Statistics  
STAT8121 , Multivariate Analysis, Mathematics and Statistics  
STAT8122 , Time Series, Mathematics and Statistics  
STAT8123 , Statistical Graphics, Mathematics and Statistics  
STAT8125 , Statistics Project, Mathematics and Statistics  
STAT8127 , Survival Analysis, Mathematics and Statistics  
STAT8150 , Bayesian Data Analysis, Mathematics and Statistics  
STAT8178 , Modern Computational Statistical Methods, Mathematics and Statistics  
STAT8310 , Statistical Theory, Mathematics and Statistics  
STAT8601 , Epidemiology, Mathematics and Statistics  
STAT8602 , Mathematical Background for Biostatistics, Mathematics and Statistics  
STAT8603 , Probability and Distribution Theory, Mathematics and Statistics  
STAT8604 , Principles of Statistical Inference, Mathematics and Statistics  
STAT8605 , Health Indicators and Health Surveys, Mathematics and Statistics  
STAT8606 , Data Management and Statistical Computing, Mathematics and Statistics  
STAT8607 , Design of Randomised Controlled Trials, Mathematics and Statistics  
STAT8608 , Clinical Biostatistics, Mathematics and Statistics  
STAT8609 , Linear Models, Mathematics and Statistics  
STAT8610 , Categorical Data and Generalised Linear Models, Mathematics and Statistics  
STAT8611 , Statistical Genomics, Mathematics and Statistics  
STAT8612 , Longitudinal and Correlated Data, Mathematics and Statistics  
STAT8613 , Bayesian Statistical Methods, Mathematics and Statistics  
STAT8614 , Causal Inference, Mathematics and Statistics  
STAT8615 , Machine Learning for Biostatistics, Mathematics and Statistics  
STAT8651 , Biostatistics Research Project Part A, Mathematics and Statistics  
STAT8652 , Biostatistics Research Project Part B, Mathematics and Statistics  
STAT8830 , Statistical Methods in Bioinformatics, Mathematics and Statistics  
STAT8990 , Statistics, Mathematics and Statistics  
STAX1103 , Introduction to Psychological Design and Statistics, Mathematics and Statistics  
TELE3001 , Random Signals for Communications, Engineering 
TELE3021 , Communication Systems, Engineering 
TELE3350 , Communications Networks, Engineering 
TELE4081 , Digital Communication Systems, Engineering 
TELE4092 , Telecommunications Engineering Research Thesis A, Engineering 
TELE4093 , Telecommunications Engineering Research Thesis B, Engineering 
TELE8081 , Digital Communication Systems, Engineering 
TELE8085 , 5G Mobile Networks, Engineering 
TELE8087 , Mobile Networks and Security, Engineering 
TELE8882 , Cloud Networks, Engineering 
TRAN8020 , Applied Translation Practice, Linguistics  
TRAN8021 , Introduction to Interpreting Practice, Linguistics  
TRAN8022 , Intermediate Interpreting Practice, Linguistics  
TRAN8034 , Advanced Translation Practice, Linguistics  
TRAN8051 , Discourse Analysis for Auslan Interpreters, Linguistics  
TRAN8083 , Research Project in Translation and Interpreting Studies, Linguistics  
TRAN8084 , Advanced Consecutive Interpreting, Linguistics  
TRAN8085 , Advanced Auslan Interpreting, Linguistics  
TRAN8086 , Auslan Interpreting in Legal Settings, Linguistics  
TRAN8087 , Auslan Interpreting in Educational Settings, Linguistics  
TRAN8088 , Auslan Interpreting in Medical Settings, Linguistics  
TRAN8089 , Simultaneous Interpreting into English 1, Linguistics  
TRAN8090 , Simultaneous Interpreting into English 2, Linguistics  
TRAN8097 , Simultaneous Interpreting into LOTE 1, Linguistics  
TRAN8098 , Simultaneous Interpreting into LOTE 2, Linguistics  
TRAN8902 , Approaches to Translation and Interpreting, Linguistics  
TRAN8905 , Specialised Translation Practice, Linguistics  
TRAN8906 , Specialised Interpreting Practice, Linguistics  
WACC1000 , Accounting in Society,Macquarie University International College 
WACO1001 , Academic Communication in the Social Sciences and Humanities,Macquarie University International College 
WACO1002 , Academic Communication in Science,Macquarie University International College 
WACO1003 , Academic Communication in Business and Economics,Macquarie University International College 
WACT1001 , Finance 1A,Macquarie University International College 
WART1000 , Humanities and the World,Macquarie University International College 
WCIV1001 , Introduction to Civil Engineering,Macquarie University International College 
WCOM1000 , Introduction to Computer Programming,Macquarie University International College 
WCOM1010 , Fundamentals of Computer Science,Macquarie University International College 
WCOM1011 , Introduction to Video Games,Macquarie University International College 
WCOM1300 , Introduction to Cyber Security,Macquarie University International College 
WCOM1350 , Introduction to Database Design and Management,Macquarie University International College 
WCOM1750 , Introduction to Business Information Systems,Macquarie University International College 
WECO1011 , Microeconomic Principles,Macquarie University International College 
WECO1020 , Principles of Economics 1,Macquarie University International College 
WENG1000 , Introduction to Engineering,Macquarie University International College 
WENG1050 , Engineering Design,Macquarie University International College 
WFAC0001 , Accounting,Macquarie University International College 
WFBG0001 , Biology,Macquarie University International College 
WFCH0001 , Chemistry,Macquarie University International College 
WFEC0001 , Economics,Macquarie University International College 
WFMA0002 , Mathematics 2,Macquarie University International College 
WFMA0003 , Mathematics 3,Macquarie University International College 
WFMD0001 , Media,Macquarie University International College 
WFRS0001 , Research for University Studies,Macquarie University International College 
WMAT1000 , Introduction to Mathematical Modelling,Macquarie University International College 
WMAT1007 , Discrete Mathematics,Macquarie University International College 
WMAT1010 , Mathematical Modelling 1A,Macquarie University International College 
WMAT1020 , Mathematical Modelling 1B,Macquarie University International College 
WMCO1010 , Intercultural Relations,Macquarie University International College 
WMEC1001 , Introduction to Mechanical Engineering,Macquarie University International College 
WMGM1002 , Principles of Management,Macquarie University International College 
WMKT1001 , Marketing Fundamentals,Macquarie University International College 
WMMC1000 , Visual Media and Communications,Macquarie University International College 
WMMC1015 , Media Practice and Production,Macquarie University International College 
WMMC1040 , Introduction to Media and Mass Communications,Macquarie University International College 
WMMC1050 , Multimodal Storytelling,Macquarie University International College 
WMMC1110 , Media Technologies,Macquarie University International College 
WPHL1037 , Critical Thinking,Macquarie University International College 
WPHY1510 , Engineering Physics,Macquarie University International College 
WPHY1520 , Physics for Electrical and Electronics Engineering,Macquarie University International College 
WPOL1070 , Thinking Politically,Macquarie University International College 
WSTA1250 , Business Statistics,Macquarie University International College 
